#metadataBlock	name	dataverseAlias	displayName	blockURI
	MDS_V3_1		MDS_V3_1	
#datasetField	name	title	description	watermark	fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id	termURI
	Resource.titles.language	KV (Komi)	RTL_87	87
	Resource.titles.language	KW (Cornish)	RTL_88	88
	Resource.titles.language	KY (Kyrgyz)	RTL_89	89
	Resource.titles.language	LA (Latin)	RTL_90	90
	Resource.titles.language	LB (Luxembourgish)	RTL_91	91
	Resource.titles.language	LG (Ganda)	RTL_92	92
	Resource.titles.language	LI (Limburgish)	RTL_93	93
	Resource.titles.language	LN (Lingala)	RTL_94	94
	Resource.titles.language	LO (Lao)	RTL_95	95
	Resource.titles.language	LT (Lithuanian)	RTL_96	96
	Resource.titles.language	LU (Luba-Katanga)	RTL_97	97
	Resource.titles.language	LV (Latvian)	RTL_98	98
	Resource.titles.language	MG (Malagasy)	RTL_99	99
	Resource.titles.language	MH (Marshallese)	RTL_100	100
	Resource.titles.language	MI (Māori)	RTL_101	101
	Resource.titles.language	MK (Macedonian)	RTL_102	102
	Resource.titles.language	ML (Malayalam)	RTL_103	103
	Resource.titles.language	MN (Mongolian)	RTL_104	104
	Resource.titles.language	MR (Marathi)	RTL_105	105
	Resource.titles.language	MS (Malay)	RTL_106	106
	Resource.titles.language	MT (Maltese)	RTL_107	107
	Resource.titles.language	MY (Burmese)	RTL_108	108
	Resource.titles.language	NA (Nauru)	RTL_109	109
	Resource.titles.language	NB (Norwegian Bokmål)	RTL_110	110
	Resource.titles.language	ND (Northern Ndebele)	RTL_111	111
	Resource.titles.language	NE (Nepali)	RTL_112	112
	Resource.titles.language	NG (Ndonga)	RTL_113	113
	Resource.titles.language	NL (Dutch)	RTL_114	114
	Resource.titles.language	NN (Norwegian Nynorsk)	RTL_115	115
	Resource.titles.language	NO (Norwegian)	RTL_116	116
	Resource.titles.language	NR (Southern Ndebele)	RTL_117	117
	Resource.titles.language	NV (Navajo)	RTL_118	118
	Resource.titles.language	NY (Chichewa)	RTL_119	119
	Resource.titles.language	OC (Occitan)	RTL_120	120
	Resource.titles.language	OJ (Ojibwe)	RTL_121	121
	Resource.titles.language	OM (Oromo)	RTL_122	122
	Resource.titles.language	OR (Oriya)	RTL_123	123
	Resource.titles.language	OS (Ossetian)	RTL_124	124
	Resource.titles.language	PA (Panjabi)	RTL_125	125
	Resource.titles.language	PI (Pāli)	RTL_126	126
	Resource.titles.language	PL (Polish)	RTL_127	127
	Resource.titles.language	PS (Pashto)	RTL_128	128
	Resource.titles.language	PT (Portuguese)	RTL_129	129
	Resource.titles.language	QU (Quechua)	RTL_130	130
	Resource.titles.language	RM (Romansh)	RTL_131	131
	Resource.titles.language	RN (Kirundi)	RTL_132	132
	Resource.titles.language	RO (Romanian)	RTL_133	133
	Resource.titles.language	RU (Russian)	RTL_134	134
	Resource.titles.language	RW (Kinyarwanda)	RTL_135	135
	Resource.titles.language	SA (Sanskrit)	RTL_136	136
	Resource.titles.language	SC (Sardinian)	RTL_137	137
	Resource.titles.language	SD (Sindhi)	RTL_138	138
	Resource.titles.language	SE (Northern Sami)	RTL_139	139
	Resource.titles.language	SG (Sango)	RTL_140	140
	Resource.titles.language	SI (Sinhala)	RTL_141	141
	Resource.titles.language	SK (Slovak)	RTL_142	142
	Resource.titles.language	SL (Slovenian)	RTL_143	143
	Resource.titles.language	SM (Samoan)	RTL_144	144
	Resource.titles.language	SN (Shona)	RTL_145	145
	Resource.titles.language	SO (Somali)	RTL_146	146
	Resource.titles.language	SQ (Albanian)	RTL_147	147
	Resource.titles.language	SR (Serbian)	RTL_148	148
	Resource.titles.language	SS (Swati)	RTL_149	149
	Resource.titles.language	ST (Southern Sotho)	RTL_150	150
	Resource.titles.language	SU (Sundanese)	RTL_151	151
	Resource.titles.language	SV (Swedish)	RTL_152	152
	Resource.titles.language	SW (Swahili)	RTL_153	153
	Resource.titles.language	TA (Tamil)	RTL_154	154
	Resource.titles.language	TE (Telugu)	RTL_155	155
	Resource.titles.language	TG (Tajik)	RTL_156	156
	Resource.titles.language	TH (Thai)	RTL_157	157
	Resource.titles.language	TI (Tigrinya)	RTL_158	158
	Resource.titles.language	TK (Turkmen)	RTL_159	159
	Resource.titles.language	TL (Tagalog)	RTL_160	160
	Resource.titles.language	TN (Tswana)	RTL_161	161
	Resource.titles.language	TO (Tonga)	RTL_162	162
	Resource.titles.language	TR (Turkish)	RTL_163	163
	Resource.titles.language	TS (Tsonga)	RTL_164	164
	Resource.titles.language	TT (Tatar)	RTL_165	165
	Resource.titles.language	TW (Twi)	RTL_166	166
	Resource.titles.language	TY (Tahitian)	RTL_167	167
	Resource.titles.language	UG (Uyghur)	RTL_168	168
	Resource.titles.language	UK (Ukrainian)	RTL_169	169
	Resource.titles.language	UR (Urdu)	RTL_170	170
	Resource.titles.language	UZ (Uzbek)	RTL_171	171
	Resource.titles.language	VE (Venda)	RTL_172	172
	Resource.titles.language	VI (Vietnamese)	RTL_173	173
	Resource.titles.language	VO (Volapük)	RTL_174	174
	Resource.titles.language	WA (Walloon)	RTL_175	175
	Resource.titles.language	WO (Wolof)	RTL_176	176
	Resource.titles.language	XH (Xhosa)	RTL_177	177
	Resource.titles.language	YI (Yiddish)	RTL_178	178
	Resource.titles.language	YO (Yoruba)	RTL_179	179
	Resource.titles.language	ZA (Zhuang)	RTL_180	180
	Resource.titles.language	ZH (Chinese)	RTL_181	181
	Resource.titles.language	ZU (Zulu)	RTL_182	182
	Resource.acronyms.language	AA (Afar)	RAL_0	0
	Resource.acronyms.language	AB (Abkhaz)	RAL_1	1
	Resource.acronyms.language	AE (Avestan)	RAL_2	2
	Resource.acronyms.language	AF (Afrikaans)	RAL_3	3
	Resource.acronyms.language	AK (Akan)	RAL_4	4
	Resource.acronyms.language	AM (Amharic)	RAL_5	5
	Resource.acronyms.language	AN (Aragonese)	RAL_6	6
	Resource.acronyms.language	AR (Arabic)	RAL_7	7
	Resource.acronyms.language	AS (Assamese)	RAL_8	8
	Resource.acronyms.language	AV (Avaric)	RAL_9	9
	Resource.acronyms.language	AY (Aymara)	RAL_10	10
	Resource.acronyms.language	AZ (Azerbaijani)	RAL_11	11
	Resource.acronyms.language	BA (Bashkir)	RAL_12	12
	Resource.acronyms.language	BE (Belarusian)	RAL_13	13
	Resource.acronyms.language	BG (Bulgarian)	RAL_14	14
	Resource.acronyms.language	BI (Bislama)	RAL_15	15
	Resource.acronyms.language	BM (Bambara)	RAL_16	16
	Resource.acronyms.language	BN (Bengali)	RAL_17	17
	Resource.acronyms.language	BO (Tibetan)	RAL_18	18
	Resource.acronyms.language	BR (Breton)	RAL_19	19
	Resource.acronyms.language	BS (Bosnian)	RAL_20	20
	Resource.acronyms.language	CA (Catalan)	RAL_21	21
	Resource.acronyms.language	CE (Chechen)	RAL_22	22
	Resource.acronyms.language	CH (Chamorro)	RAL_23	23
	Resource.acronyms.language	CO (Corsican)	RAL_24	24
	Resource.acronyms.language	CR (Cree)	RAL_25	25
	Resource.acronyms.language	CS (Czech)	RAL_26	26
	Resource.acronyms.language	CU (Old Church Slavonic)	RAL_27	27
	Resource.acronyms.language	CV (Chuvash)	RAL_28	28
	Resource.acronyms.language	CY (Welsh)	RAL_29	29
	Resource.acronyms.language	DA (Danish)	RAL_30	30
	Resource.acronyms.language	DE (German)	RAL_31	31
	Resource.acronyms.language	DV (Divehi)	RAL_32	32
	Resource.acronyms.language	DZ (Dzongkha)	RAL_33	33
	Resource.acronyms.language	EE (Ewe)	RAL_34	34
	Resource.acronyms.language	EL (Greek)	RAL_35	35
	Resource.acronyms.language	EN (English)	RAL_36	36
	Resource.acronyms.language	EO (Esperanto)	RAL_37	37
	Resource.acronyms.language	ES (Spanish)	RAL_38	38
	Resource.acronyms.language	ET (Estonian)	RAL_39	39
	Resource.acronyms.language	EU (Basque)	RAL_40	40
	Resource.acronyms.language	FA (Persian)	RAL_41	41
	Resource.acronyms.language	FF (Fula)	RAL_42	42
	Resource.acronyms.language	FI (Finnish)	RAL_43	43
	Resource.acronyms.language	FJ (Fijian)	RAL_44	44
	Resource.acronyms.language	FO (Faroese)	RAL_45	45
	Resource.acronyms.language	FR (French)	RAL_46	46
	Resource.acronyms.language	FY (Western Frisian)	RAL_47	47
	Resource.acronyms.language	GA (Irish)	RAL_48	48
	Resource.acronyms.language	GD (Scottish Gaelic)	RAL_49	49
	Resource.acronyms.language	GL (Galician)	RAL_50	50
	Resource.acronyms.language	GN (Guaraní)	RAL_51	51
	Resource.acronyms.language	GU (Gujarati)	RAL_52	52
	Resource.acronyms.language	GV (Manx)	RAL_53	53
	Resource.acronyms.language	HA (Hausa)	RAL_54	54
	Resource.acronyms.language	HE (Hebrew)	RAL_55	55
	Resource.acronyms.language	HI (Hindi)	RAL_56	56
	Resource.acronyms.language	HO (Hiri Motu)	RAL_57	57
	Resource.acronyms.language	HR (Croatian)	RAL_58	58
	Resource.acronyms.language	HT (Haitian)	RAL_59	59
	Resource.acronyms.language	HU (Hungarian)	RAL_60	60
	Resource.acronyms.language	HY (Armenian)	RAL_61	61
	Resource.acronyms.language	HZ (Herero)	RAL_62	62
	Resource.acronyms.language	IA (Interlingua)	RAL_63	63
	Resource.acronyms.language	ID (Indonesian)	RAL_64	64
	Resource.acronyms.language	IE (Interlingue)	RAL_65	65
	Resource.acronyms.language	IG (Igbo)	RAL_66	66
	Resource.acronyms.language	II (Nuosu)	RAL_67	67
	Resource.acronyms.language	IK (Inupiaq)	RAL_68	68
	Resource.acronyms.language	IO (Ido)	RAL_69	69
	Resource.acronyms.language	IS (Icelandic)	RAL_70	70
	Resource.acronyms.language	IT (Italian)	RAL_71	71
	Resource.acronyms.language	IU (Inuktitut)	RAL_72	72
	Resource.acronyms.language	JA (Japanese)	RAL_73	73
	Resource.acronyms.language	JV (Javanese)	RAL_74	74
	Resource.acronyms.language	KA (Georgian)	RAL_75	75
	Resource.acronyms.language	KG (Kongo)	RAL_76	76
	Resource.acronyms.language	KI (Kikuyu)	RAL_77	77
	Resource.acronyms.language	KJ (Kwanyama)	RAL_78	78
	Resource.acronyms.language	KK (Kazakh)	RAL_79	79
	Resource.acronyms.language	KL (Kalaallisut)	RAL_80	80
	Resource.acronyms.language	KM (Khmer)	RAL_81	81
	Resource.acronyms.language	KN (Kannada)	RAL_82	82
	Resource.acronyms.language	KO (Korean)	RAL_83	83
	Resource.acronyms.language	KR (Kanuri)	RAL_84	84
	Resource.acronyms.language	KS (Kashmiri)	RAL_85	85
	Resource.acronyms.language	KU (Kurdish)	RAL_86	86
	Resource.acronyms.language	KV (Komi)	RAL_87	87
	Resource.acronyms.language	KW (Cornish)	RAL_88	88
	Resource.acronyms.language	KY (Kyrgyz)	RAL_89	89
	Resource.acronyms.language	LA (Latin)	RAL_90	90
	Resource.acronyms.language	LB (Luxembourgish)	RAL_91	91
	Resource.acronyms.language	LG (Ganda)	RAL_92	92
	Resource.acronyms.language	LI (Limburgish)	RAL_93	93
	Resource.acronyms.language	LN (Lingala)	RAL_94	94
	Resource.acronyms.language	LO (Lao)	RAL_95	95
	Resource.acronyms.language	LT (Lithuanian)	RAL_96	96
	Resource.acronyms.language	LU (Luba-Katanga)	RAL_97	97
	Resource.acronyms.language	LV (Latvian)	RAL_98	98
	Resource.acronyms.language	MG (Malagasy)	RAL_99	99
	Resource.acronyms.language	MH (Marshallese)	RAL_100	100
	Resource.acronyms.language	MI (Māori)	RAL_101	101
	Resource.acronyms.language	MK (Macedonian)	RAL_102	102
	Resource.acronyms.language	ML (Malayalam)	RAL_103	103
	Resource.acronyms.language	MN (Mongolian)	RAL_104	104
	Resource.acronyms.language	MR (Marathi)	RAL_105	105
	Resource.acronyms.language	MS (Malay)	RAL_106	106
	Resource.acronyms.language	MT (Maltese)	RAL_107	107
	Resource.acronyms.language	MY (Burmese)	RAL_108	108
	Resource.acronyms.language	NA (Nauru)	RAL_109	109
	Resource.acronyms.language	NB (Norwegian Bokmål)	RAL_110	110
	Resource.acronyms.language	ND (Northern Ndebele)	RAL_111	111
	Resource.acronyms.language	NE (Nepali)	RAL_112	112
	Resource.acronyms.language	NG (Ndonga)	RAL_113	113
	Resource.acronyms.language	NL (Dutch)	RAL_114	114
	Resource.acronyms.language	NN (Norwegian Nynorsk)	RAL_115	115
	Resource.acronyms.language	NO (Norwegian)	RAL_116	116
	Resource.acronyms.language	NR (Southern Ndebele)	RAL_117	117
	Resource.acronyms.language	NV (Navajo)	RAL_118	118
	Resource.acronyms.language	NY (Chichewa)	RAL_119	119
	Resource.acronyms.language	OC (Occitan)	RAL_120	120
	Resource.acronyms.language	OJ (Ojibwe)	RAL_121	121
	Resource.acronyms.language	OM (Oromo)	RAL_122	122
	Resource.acronyms.language	OR (Oriya)	RAL_123	123
	Resource.acronyms.language	OS (Ossetian)	RAL_124	124
	Resource.acronyms.language	PA (Panjabi)	RAL_125	125
	Resource.acronyms.language	PI (Pāli)	RAL_126	126
	Resource.acronyms.language	PL (Polish)	RAL_127	127
	Resource.acronyms.language	PS (Pashto)	RAL_128	128
	Resource.acronyms.language	PT (Portuguese)	RAL_129	129
	Resource.acronyms.language	QU (Quechua)	RAL_130	130
	Resource.acronyms.language	RM (Romansh)	RAL_131	131
	Resource.acronyms.language	RN (Kirundi)	RAL_132	132
	Resource.acronyms.language	RO (Romanian)	RAL_133	133
	Resource.acronyms.language	RU (Russian)	RAL_134	134
	Resource.acronyms.language	RW (Kinyarwanda)	RAL_135	135
	Resource.acronyms.language	SA (Sanskrit)	RAL_136	136
	Resource.acronyms.language	SC (Sardinian)	RAL_137	137
	Resource.acronyms.language	SD (Sindhi)	RAL_138	138
	Resource.acronyms.language	SE (Northern Sami)	RAL_139	139
	Resource.acronyms.language	SG (Sango)	RAL_140	140
	Resource.acronyms.language	SI (Sinhala)	RAL_141	141
	Resource.acronyms.language	SK (Slovak)	RAL_142	142
	Resource.acronyms.language	SL (Slovenian)	RAL_143	143
	Resource.acronyms.language	SM (Samoan)	RAL_144	144
	Resource.acronyms.language	SN (Shona)	RAL_145	145
	Resource.acronyms.language	SO (Somali)	RAL_146	146
	Resource.acronyms.language	SQ (Albanian)	RAL_147	147
	Resource.acronyms.language	SR (Serbian)	RAL_148	148
	Resource.acronyms.language	SS (Swati)	RAL_149	149
	Resource.acronyms.language	ST (Southern Sotho)	RAL_150	150
	Resource.acronyms.language	SU (Sundanese)	RAL_151	151
	Resource.acronyms.language	SV (Swedish)	RAL_152	152
	Resource.acronyms.language	SW (Swahili)	RAL_153	153
	Resource.acronyms.language	TA (Tamil)	RAL_154	154
	Resource.acronyms.language	TE (Telugu)	RAL_155	155
	Resource.acronyms.language	TG (Tajik)	RAL_156	156
	Resource.acronyms.language	TH (Thai)	RAL_157	157
	Resource.acronyms.language	TI (Tigrinya)	RAL_158	158
	Resource.acronyms.language	TK (Turkmen)	RAL_159	159
	Resource.acronyms.language	TL (Tagalog)	RAL_160	160
	Resource.acronyms.language	TN (Tswana)	RAL_161	161
	Resource.acronyms.language	TO (Tonga)	RAL_162	162
	Resource.acronyms.language	TR (Turkish)	RAL_163	163
	Resource.acronyms.language	TS (Tsonga)	RAL_164	164
	Resource.acronyms.language	TT (Tatar)	RAL_165	165
	Resource.acronyms.language	TW (Twi)	RAL_166	166
	Resource.acronyms.language	TY (Tahitian)	RAL_167	167
	Resource.acronyms.language	UG (Uyghur)	RAL_168	168
	Resource.acronyms.language	UK (Ukrainian)	RAL_169	169
	Resource.acronyms.language	UR (Urdu)	RAL_170	170
	Resource.acronyms.language	UZ (Uzbek)	RAL_171	171
	Resource.acronyms.language	VE (Venda)	RAL_172	172
	Resource.acronyms.language	VI (Vietnamese)	RAL_173	173
	Resource.acronyms.language	VO (Volapük)	RAL_174	174
	Resource.acronyms.language	WA (Walloon)	RAL_175	175
	Resource.acronyms.language	WO (Wolof)	RAL_176	176
	Resource.acronyms.language	XH (Xhosa)	RAL_177	177
	Resource.acronyms.language	YI (Yiddish)	RAL_178	178
	Resource.acronyms.language	YO (Yoruba)	RAL_179	179
	Resource.acronyms.language	ZA (Zhuang)	RAL_180	180
	Resource.acronyms.language	ZH (Chinese)	RAL_181	181
	Resource.acronyms.language	ZU (Zulu)	RAL_182	182
	Resource.descriptionEnglish.language	EN (English)	RDL_0	0
	Resource.descriptionsNonEnglish.language	AA (Afar)	RDL_1_0	0
	Resource.descriptionsNonEnglish.language	AB (Abkhaz)	RDL_1_1	1
	Resource.descriptionsNonEnglish.language	AE (Avestan)	RDL_1_2	2
	Resource.descriptionsNonEnglish.language	AF (Afrikaans)	RDL_1_3	3
	Resource.descriptionsNonEnglish.language	AK (Akan)	RDL_1_4	4
	Resource.descriptionsNonEnglish.language	AM (Amharic)	RDL_1_5	5
	Resource.descriptionsNonEnglish.language	AN (Aragonese)	RDL_1_6	6
	Resource.descriptionsNonEnglish.language	AR (Arabic)	RDL_1_7	7
	Resource.descriptionsNonEnglish.language	AS (Assamese)	RDL_1_8	8
	Resource.descriptionsNonEnglish.language	AV (Avaric)	RDL_1_9	9
	Resource.descriptionsNonEnglish.language	AY (Aymara)	RDL_1_10	10
	Resource.descriptionsNonEnglish.language	AZ (Azerbaijani)	RDL_1_11	11
	Resource.descriptionsNonEnglish.language	BA (Bashkir)	RDL_1_12	12
	Resource.descriptionsNonEnglish.language	BE (Belarusian)	RDL_1_13	13
	Resource.descriptionsNonEnglish.language	BG (Bulgarian)	RDL_1_14	14
	Resource.descriptionsNonEnglish.language	BI (Bislama)	RDL_1_15	15
	Resource.descriptionsNonEnglish.language	BM (Bambara)	RDL_1_16	16
	Resource.descriptionsNonEnglish.language	BN (Bengali)	RDL_1_17	17
	Resource.descriptionsNonEnglish.language	BO (Tibetan)	RDL_1_18	18
	Resource.descriptionsNonEnglish.language	BR (Breton)	RDL_1_19	19
	Resource.descriptionsNonEnglish.language	BS (Bosnian)	RDL_1_20	20
	Resource.descriptionsNonEnglish.language	CA (Catalan)	RDL_1_21	21
	Resource.descriptionsNonEnglish.language	CE (Chechen)	RDL_1_22	22
	Resource.descriptionsNonEnglish.language	CH (Chamorro)	RDL_1_23	23
	Resource.descriptionsNonEnglish.language	CO (Corsican)	RDL_1_24	24
	Resource.descriptionsNonEnglish.language	CR (Cree)	RDL_1_25	25
	Resource.descriptionsNonEnglish.language	CS (Czech)	RDL_1_26	26
	Resource.descriptionsNonEnglish.language	CU (Old Church Slavonic)	RDL_1_27	27
	Resource.descriptionsNonEnglish.language	CV (Chuvash)	RDL_1_28	28
	Resource.descriptionsNonEnglish.language	CY (Welsh)	RDL_1_29	29
	Resource.descriptionsNonEnglish.language	DA (Danish)	RDL_1_30	30
	Resource.descriptionsNonEnglish.language	DE (German)	RDL_1_31	31
	Resource.descriptionsNonEnglish.language	DV (Divehi)	RDL_1_32	32
	Resource.descriptionsNonEnglish.language	DZ (Dzongkha)	RDL_1_33	33
	Resource.descriptionsNonEnglish.language	EE (Ewe)	RDL_1_34	34
	Resource.descriptionsNonEnglish.language	EL (Greek)	RDL_1_35	35
	Resource.descriptionsNonEnglish.language	EN (English)	RDL_1_36	36
	Resource.descriptionsNonEnglish.language	EO (Esperanto)	RDL_1_37	37
	Resource.descriptionsNonEnglish.language	ES (Spanish)	RDL_1_38	38
	Resource.descriptionsNonEnglish.language	ET (Estonian)	RDL_1_39	39
	Resource.descriptionsNonEnglish.language	EU (Basque)	RDL_1_40	40
	Resource.descriptionsNonEnglish.language	FA (Persian)	RDL_1_41	41
	Resource.descriptionsNonEnglish.language	FF (Fula)	RDL_1_42	42
	Resource.descriptionsNonEnglish.language	FI (Finnish)	RDL_1_43	43
	Resource.descriptionsNonEnglish.language	FJ (Fijian)	RDL_1_44	44
	Resource.descriptionsNonEnglish.language	FO (Faroese)	RDL_1_45	45
	Resource.descriptionsNonEnglish.language	FR (French)	RDL_1_46	46
	Resource.descriptionsNonEnglish.language	FY (Western Frisian)	RDL_1_47	47
	Resource.descriptionsNonEnglish.language	GA (Irish)	RDL_1_48	48
	Resource.descriptionsNonEnglish.language	GD (Scottish Gaelic)	RDL_1_49	49
	Resource.descriptionsNonEnglish.language	GL (Galician)	RDL_1_50	50
	Resource.descriptionsNonEnglish.language	GN (Guaraní)	RDL_1_51	51
	Resource.descriptionsNonEnglish.language	GU (Gujarati)	RDL_1_52	52
	Resource.descriptionsNonEnglish.language	GV (Manx)	RDL_1_53	53
	Resource.descriptionsNonEnglish.language	HA (Hausa)	RDL_1_54	54
	Resource.descriptionsNonEnglish.language	HE (Hebrew)	RDL_1_55	55
	Resource.descriptionsNonEnglish.language	HI (Hindi)	RDL_1_56	56
	Resource.descriptionsNonEnglish.language	HO (Hiri Motu)	RDL_1_57	57
	Resource.descriptionsNonEnglish.language	HR (Croatian)	RDL_1_58	58
	Resource.descriptionsNonEnglish.language	HT (Haitian)	RDL_1_59	59
	Resource.descriptionsNonEnglish.language	HU (Hungarian)	RDL_1_60	60
	Resource.descriptionsNonEnglish.language	HY (Armenian)	RDL_1_61	61
	Resource.descriptionsNonEnglish.language	HZ (Herero)	RDL_1_62	62
	Resource.descriptionsNonEnglish.language	IA (Interlingua)	RDL_1_63	63
	Resource.descriptionsNonEnglish.language	ID (Indonesian)	RDL_1_64	64
	Resource.descriptionsNonEnglish.language	IE (Interlingue)	RDL_1_65	65
	Resource.descriptionsNonEnglish.language	IG (Igbo)	RDL_1_66	66
	Resource.descriptionsNonEnglish.language	II (Nuosu)	RDL_1_67	67
	Resource.descriptionsNonEnglish.language	IK (Inupiaq)	RDL_1_68	68
	Resource.descriptionsNonEnglish.language	IO (Ido)	RDL_1_69	69
	Resource.descriptionsNonEnglish.language	IS (Icelandic)	RDL_1_70	70
	Resource.descriptionsNonEnglish.language	IT (Italian)	RDL_1_71	71
	Resource.descriptionsNonEnglish.language	IU (Inuktitut)	RDL_1_72	72
	Resource.descriptionsNonEnglish.language	JA (Japanese)	RDL_1_73	73
	Resource.descriptionsNonEnglish.language	JV (Javanese)	RDL_1_74	74
	Resource.descriptionsNonEnglish.language	KA (Georgian)	RDL_1_75	75
	Resource.descriptionsNonEnglish.language	KG (Kongo)	RDL_1_76	76
	Resource.descriptionsNonEnglish.language	KI (Kikuyu)	RDL_1_77	77
	Resource.descriptionsNonEnglish.language	KJ (Kwanyama)	RDL_1_78	78
	Resource.descriptionsNonEnglish.language	KK (Kazakh)	RDL_1_79	79
	Resource.descriptionsNonEnglish.language	KL (Kalaallisut)	RDL_1_80	80
	Resource.descriptionsNonEnglish.language	KM (Khmer)	RDL_1_81	81
	Resource.descriptionsNonEnglish.language	KN (Kannada)	RDL_1_82	82
	Resource.descriptionsNonEnglish.language	KO (Korean)	RDL_1_83	83
	Resource.descriptionsNonEnglish.language	KR (Kanuri)	RDL_1_84	84
	Resource.descriptionsNonEnglish.language	KS (Kashmiri)	RDL_1_85	85
	Resource.descriptionsNonEnglish.language	KU (Kurdish)	RDL_1_86	86
	Resource.descriptionsNonEnglish.language	KV (Komi)	RDL_1_87	87
	Resource.descriptionsNonEnglish.language	KW (Cornish)	RDL_1_88	88
	Resource.descriptionsNonEnglish.language	KY (Kyrgyz)	RDL_1_89	89
	Resource.descriptionsNonEnglish.language	LA (Latin)	RDL_1_90	90
	Resource.descriptionsNonEnglish.language	LB (Luxembourgish)	RDL_1_91	91
	Resource.descriptionsNonEnglish.language	LG (Ganda)	RDL_1_92	92
	Resource.descriptionsNonEnglish.language	LI (Limburgish)	RDL_1_93	93
	Resource.descriptionsNonEnglish.language	LN (Lingala)	RDL_1_94	94
	Resource.descriptionsNonEnglish.language	LO (Lao)	RDL_1_95	95
	Resource.descriptionsNonEnglish.language	LT (Lithuanian)	RDL_1_96	96
	Resource.descriptionsNonEnglish.language	LU (Luba-Katanga)	RDL_1_97	97
	Resource.descriptionsNonEnglish.language	LV (Latvian)	RDL_1_98	98
	Resource.descriptionsNonEnglish.language	MG (Malagasy)	RDL_1_99	99
	Resource.descriptionsNonEnglish.language	MH (Marshallese)	RDL_1_100	100
	Resource.descriptionsNonEnglish.language	MI (Māori)	RDL_1_101	101
	Resource.descriptionsNonEnglish.language	MK (Macedonian)	RDL_1_102	102
	Resource.descriptionsNonEnglish.language	ML (Malayalam)	RDL_1_103	103
	Resource.descriptionsNonEnglish.language	MN (Mongolian)	RDL_1_104	104
	Resource.descriptionsNonEnglish.language	MR (Marathi)	RDL_1_105	105
	Resource.descriptionsNonEnglish.language	MS (Malay)	RDL_1_106	106
	Resource.descriptionsNonEnglish.language	MT (Maltese)	RDL_1_107	107
	Resource.descriptionsNonEnglish.language	MY (Burmese)	RDL_1_108	108
	Resource.descriptionsNonEnglish.language	NA (Nauru)	RDL_1_109	109
	Resource.descriptionsNonEnglish.language	NB (Norwegian Bokmål)	RDL_1_110	110
	Resource.descriptionsNonEnglish.language	ND (Northern Ndebele)	RDL_1_111	111
	Resource.descriptionsNonEnglish.language	NE (Nepali)	RDL_1_112	112
	Resource.descriptionsNonEnglish.language	NG (Ndonga)	RDL_1_113	113
	Resource.descriptionsNonEnglish.language	NL (Dutch)	RDL_1_114	114
	Resource.descriptionsNonEnglish.language	NN (Norwegian Nynorsk)	RDL_1_115	115
	Resource.descriptionsNonEnglish.language	NO (Norwegian)	RDL_1_116	116
	Resource.descriptionsNonEnglish.language	NR (Southern Ndebele)	RDL_1_117	117
	Resource.descriptionsNonEnglish.language	NV (Navajo)	RDL_1_118	118
	Resource.descriptionsNonEnglish.language	NY (Chichewa)	RDL_1_119	119
	Resource.descriptionsNonEnglish.language	OC (Occitan)	RDL_1_120	120
	Resource.descriptionsNonEnglish.language	OJ (Ojibwe)	RDL_1_121	121
	Resource.descriptionsNonEnglish.language	OM (Oromo)	RDL_1_122	122
	Resource.descriptionsNonEnglish.language	OR (Oriya)	RDL_1_123	123
	Resource.descriptionsNonEnglish.language	OS (Ossetian)	RDL_1_124	124
	Resource.descriptionsNonEnglish.language	PA (Panjabi)	RDL_1_125	125
	Resource.descriptionsNonEnglish.language	PI (Pāli)	RDL_1_126	126
	Resource.descriptionsNonEnglish.language	PL (Polish)	RDL_1_127	127
	Resource.descriptionsNonEnglish.language	PS (Pashto)	RDL_1_128	128
	Resource.descriptionsNonEnglish.language	PT (Portuguese)	RDL_1_129	129
	Resource.descriptionsNonEnglish.language	QU (Quechua)	RDL_1_130	130
	Resource.descriptionsNonEnglish.language	RM (Romansh)	RDL_1_131	131
	Resource.descriptionsNonEnglish.language	RN (Kirundi)	RDL_1_132	132
	Resource.descriptionsNonEnglish.language	RO (Romanian)	RDL_1_133	133
	Resource.descriptionsNonEnglish.language	RU (Russian)	RDL_1_134	134
	Resource.descriptionsNonEnglish.language	RW (Kinyarwanda)	RDL_1_135	135
	Resource.descriptionsNonEnglish.language	SA (Sanskrit)	RDL_1_136	136
	Resource.descriptionsNonEnglish.language	SC (Sardinian)	RDL_1_137	137
	Resource.descriptionsNonEnglish.language	SD (Sindhi)	RDL_1_138	138
	Resource.descriptionsNonEnglish.language	SE (Northern Sami)	RDL_1_139	139
	Resource.descriptionsNonEnglish.language	SG (Sango)	RDL_1_140	140
	Resource.descriptionsNonEnglish.language	SI (Sinhala)	RDL_1_141	141
	Resource.descriptionsNonEnglish.language	SK (Slovak)	RDL_1_142	142
	Resource.descriptionsNonEnglish.language	SL (Slovenian)	RDL_1_143	143
	Resource.descriptionsNonEnglish.language	SM (Samoan)	RDL_1_144	144
	Resource.descriptionsNonEnglish.language	SN (Shona)	RDL_1_145	145
	Resource.descriptionsNonEnglish.language	SO (Somali)	RDL_1_146	146
	Resource.descriptionsNonEnglish.language	SQ (Albanian)	RDL_1_147	147
	Resource.descriptionsNonEnglish.language	SR (Serbian)	RDL_1_148	148
